161	
162	ਂ
163	
164	ਅ
165	ਆ
166	ਇ
167	ਈ
168	ਉ
169	ਊ
170	
171	
172	ਏ
173	ਐ
174	
175	
176	ਓ
177	ਔ
178	
179	ਕ
180	ਖ
181	ਗ
182	ਘ
183	ਙ
184	ਚ
185	ਛ
186	ਜ
187	ਝ
188	ਞ
189	ਟ
190	ਠ
191	ਡ
192	ਢ
193	ਣ
194	ਤ
195	ਥ
196	ਦ
197	ਧ
198	ਨ
199	
200	ਪ
201	ਫ
202	ਬ
203	ਭ
204	ਮ
205	ਯ
206	
207	ਰ
208	
209	ਲ
210	ਲ਼
211	
212	ਵ
213	ਸ਼
214	
215	ਸ
216	ਹ
218	ਾ
219	ਿ
220	ੀ
221	ੁ
222	ੂ
223	
224	
225	ੇ
226	ੈ
227	
228	
229	ੋ
230	ੌ
231	
232	੍
233	਼
234	
235	
236	
237	
238	
241	੦
242	੧
243	੨
244	੩
245	੪
246	੫
247	੬
248	੭
249	੮
250	੯
251	
252	
253	
254	
