161	
162	ം
163	ഃ
164	അ
165	ആ
166	ഇ
167	ഈ
168	ഉ
169	ഊ
170	ഋ
171	എ
172	ഏ
173	ഐ
174	
175	ഒ
176	ഓ
177	ഔ
178	
179	ക
180	ഖ
181	ഗ
182	ഘ
183	ങ
184	ച
185	ഛ
186	ജ
187	ഝ
188	ഞ
189	ട
190	ഠ
191	ഡ
192	ഢ
193	ണ
194	ത
195	ഥ
196	ദ
197	ധ
198	ന
199	
200	പ
201	ഫ
202	ബ
203	ഭ
204	മ
205	യ
206	
207	ര
208	റ
209	ല
210	ള
211	ഴ
212	വ
213	ശ
214	ഷ
215	സ
216	ഹ
218	ാ
219	ി
220	ീ
221	ു
222	ൂ
223	ൃ
224	െ
225	േ
226	ൈ
227	
228	ൊ
229	ോ
230	ൌ
231	
232	്
233	
234	
235	
236	
237	
238	
241	൦
242	൧
243	൨
244	൩
245	൪
246	൫
247	൬
248	൭
249	൮
250	൯
251	
252	
253	
254	
