161	
162	ஂ
163	ஃ
164	அ
165	ஆ
166	இ
167	ஈ
168	உ
169	ஊ
170	
171	எ
172	ஏ
173	ஐ
174	
175	ஒ
176	ஓ
177	ஔ
178	
179	க
180	
181	
182	
183	ங
184	ச
185	
186	ஜ
187	
188	ஞ
189	ட
190	
191	
192	
193	ண
194	த
195	
196	
197	
198	ந
199	ன
200	ப
201	
202	
203	
204	ம
205	ய
206	
207	ৰ
208	ற
209	ல
210	ள
211	ழ
212	ৱ
213	
214	ஷ
215	ஸ
216	ஹ
218	ா
219	ி
220	ீ
221	ு
222	ூ
223	
224	ெ
225	ே
226	ை
227	
228	ொ
229	ோ
230	ௌ
231	
232	்
233	
234	
235	
236	
237	
238	
241	
242	௧
243	௨
244	௩
245	௪
246	௫
247	௬
248	௭
249	௮
250	௯
251	
252	
253	
254	
